	Autore	Titolo	Genere	Numero di prestiti	Data prestito
2012	Hemingway Ernest 	Il vecchio e il mare			
2012	Haddon Mark	Lo strano caso del cane ucciso a mezzanotte			
2012	Hawthorne Nathaniel 	La lettera scarlatta			
2013	Sofocle	Edipo re - Antigone			
2013	Cacitti Remo, Lepre Marco, Martini Sergio e vari	La Carnia di Antonelli. Ideologia e realtà.			
2013	Ciceri Andrea e vari	Val dal lâc			
2013	AA. VV.	Atti del convegno di studio su Pio Paschini			
2013	AA. VV.	Rivista storica sulla Chiesa			
2013	Huxley Aldous	Il mondo nuovo			
2013	Calvino Italo	Sotto il sole giaguaro			
2013	Dazieri Sandrone	La cura del gorilla			
2013	Calvino Italo	Il castello dei destini incrociati			
2013	Calvino Italo	Se una notte d'inverno un viaggiatore			
2013	Calvino Italo	Il cavaliere inesistente			
2013	Benigni Roberto, Cerami Vincenzo	La tigre e la neve			
2013	Calvino Italo	Il visconte dimezzato			
2013	De Carlo Andrea	Macno			
2013	Minghetti Marco	I partiti politici e la ingerenza loro nella giustizia e nell'amministrazione			
2013	Cervantes Saavedra Miguel : de	Don Chisciotte			
2014	Aristofane	Le commedie			
2014	Fiore Lanfranco	Le esplorazioni geografiche dei Greci			
2014	Cerroni Umberto	Il pensiero politico			
2014	Nietzsche Friedrich	Così parlò Zarathustra			
2014	Hesse Hermann	Narciso e Boccadoro			
2014	Marpillero Gina	Int e pinsîrs a slàs			
2014	Ovidio N. Publio	Metamorfosi			
2015	Poe Edgar A.	Tales, Poems, Essays			
2015	Shakespeare William	Romeo and Juliet			
2015	Koyré Alexandre	La rivoluzione astronomica			
2015	Armitage Angus 	Niccolò Copernico e l'astronomia moderna			
2015	Copernico Niccolò  	La costituzione generale dell'universo			
2016	Cesare Gaio I.	La guerra gallica			
2016	D'Annunzio Gabriele	Il piacere			
2016	Tomasi di Lampedusa Giuseppe	Il Gattopardo			
2016	Cannistraro Philip V.	La fabbrica del consenso : fascismo e mass media			
2016	Levi Primo	Se questo è un uomo			
2016	Calvino Italo	Il castello dei destini incrociati			
2016	Calvino Italo	Se una notte d'inverno un viaggiatore			
2016	Ammaniti Niccolò	Io non ho paura			
2016	Calvino Italo	Le Cosmicomiche			
2016	Mazzantini Margaret 	Mare al mattino			
2016	Mastrocola Paola	Una barca nel bosco			
2016	Wilson Susan	Lezioni di vita randagia			
2016	Divakaruni Chitra B.	Anand e la conchiglia magica			
2016	Haddon Mark	Lo strano caso del cane ucciso a mezzanotte			
2017	Huxley Aldous	Il mondo nuovo			
2017	Voltaire	Candido			
2017	AA. VV.	Lo spazio letterario della Grecia antica			
2017	Lesky Albin	Storia della letteratura greca vol.1,2,3			
2017	Gernet Louis 	Antropologia della Grecia antica			
2017	Finley Moses I.	Economia e società nel mondo antico			
2017	Finley Moses I.	La politica			
2017	Roesky Herbert W., Möckel Klaus	Il luna park della chimica			
2017	Roesky Herbert W.	La chimica in miniatura			
2018	Ginzburg Natalia	Lessico famigliare			
2018	Benni Stefano	Elianto			
2018	Benni Stefano	La compagnia dei celestini			
2018	Calvino Italo	Palomar			
2018	Orwell George	1984			
2018	Tabucchi Antonio	Piccoli equivoci senza importanza 			
2018	Bassani Giorgio	Il giardino dei Finzi-Contini			
2018	Bassani Giorgio	Il giardino dei Finzi-Contini			
2018	Rossanda Rossana	La ragazza del secolo scorso			
2018	Orwell George	La fattoria degli animali			
2018	Tabucchi Antonio	Il tempo invecchia in fretta			
2018	Calvino Italo	L'entrata in guerra			
2018	Auster Paul	Trilogia di New York			
2018	Sgorlon Carlo	Il trono di legno			
2018	De Carlo Andrea	Treno di panna			
2018	Cerroni Umberto	Il pensiero politico			
2018	Benni Stefano	La compagnia dei celestini			
2018	Calvino Italo	Il sentiero dei nidi di ragno			
2018	Simenon Georges	Il porto delle nebbie			
2018	Calvino Italo	Marcovaldo			
2018	Bevilacqua Alberto	Il viaggio misterioso			
2018	Benni Stefano	Elianto			
2018	Avallone Silvia	Acciaio			
2018	Calvino Italo	Palomar			
2018	Cervantes Saavedra Miguel : de	Don Chisciotte 			
2018	Pirandello Luigi	Il fu Mattia Pascal			
2018	Buzzati Dino 	Un amore			
2018	D'Orta Marcello 	Aboliamo la scuola			
2018	Ammaniti Niccolò	Io e te			
2018	Carofiglio Gianrico	Il silenzio dell'onda			
2018	Cassola Carlo	Una relazione			
2018	Del Giudice Daniele	Staccando l'ombra da terra			
2018	Tomizza Fulvio	La città di Miriam			
2018	Calvino Italo	Il cavaliere inesistente			
2018	Calvino Italo	L'entrata in guerra			
2018	Zecchi Stefano	Quando ci batteva forte il cuore			
2018	D'Avenia Alessandro	Cose che nessuno sa			
2019	Shakespeare William	Tutte le opere			
2020	Fleury Pierre, Mathieu Jean-Paul	Esercizi di fisica			
2020	Toraldo di Francia Giuliano 	L'indagine del mondo fisico			
2020	Kittel Charles, Knight Walter D., Ruderman Malvin A.	La fisica di Berkeley			
2021	Marcuse Herbert 	Marxismo e rivoluzione			
2021	Erasmo da Rotterdam	Elogio della pazzia			
2022	Gogol' Nikolaj V.	Il cappotto			
2022	Auster Paul	Trilogia di New York			
2022	Opere	Opere, vol.1			
2022	Buzzati Dino 	Bàrnabo delle montagne			
2022	Buzzati Dino 	Bàrnabo delle montagne			
2022	Mazzariol Giacomo	Mio fratello rincorre i dinosauri			
2022	Mazzariol Giacomo	Mio fratello rincorre i dinosauri			
2022	Lewis Roy 	Il più grande uomo scimmia del Pleistocene			
2022	Steinbeck John	Uomini e topi			
2022	Lessing Doris	Racconti africani			
2022	Benni Stefano	Baol			
2022	Benni Stefano	Il bar sotto il mare			
2022	Calvino Italo	Il visconte dimezzato			
2022	Calvino Italo	Se una notte d'inverno un viaggiatore			
2022	Calvino Italo	Il castello dei destini incrociati			
2022	Calvino Italo	Il castello dei destini incrociati			
2022	Calvino Italo	Ti con zero			
2022	Gazzara Loredana	Napoli	Arte		
2022	Lorca Garcìa	Tutte le poesie			
2022	Bianchi Pier Gildo	Piante medicinali: erboristeria, fitoterapia, preparazioni erboristiche, ricettari	Scienze naturali		
2022	Streble Heinz, Krauter Dieter	Atlante dei microrganismi acquatici : la vita in una goccia d'acqua	Scienze naturali		
2022	Poldini Livio	Itinerari botanici nel Friuli Venezia Giulia	Scienze naturali		
2022	Polunin Oleg	Guida agli alberi e arbusti d'Europa	Scienze naturali		
2022	Neruda Pablo	Poesie	Letteratura spagnola e portoghese		
2022	Aichele Dietmar	Che fiore é?	Scienze naturali		
2022	Harris Cyril C.	Le rose	Scienze naturali		
2022	La Fayette Marie Madeleine	La principessa di Clèves			
2022	Kundera Milan	Lo scherzo			
2022	Conrad Joseph 	La linea d'ombra			
2022	Asimov Isaac	Cronache della galassia			
2022	Schneider Helga	Il rogo di Berlino			
2022	Bonanni Devis	Pecoranera : un ragazzo che ha scelto di vivere nella natura			
2022	Bulgakov Michail A.	Il maestro e Margherita			
2022	Hesse Hermann	Siddharta			
2022	Adichie Chimamanda N.	Metà di un sole giallo			
2022	Asimov Isaac	Cronache della galassia			
2022	Soriano Osvaldo	Triste, solitario y final			
2022	Woolf Virginia	Gita al faro			
2022	Huxley Aldous	Il mondo nuovo			
2022	Bonanni Devis	Pecoranera : un ragazzo che ha scelto di vivere nella natura			
2022	Hesse Hermann	Siddharta			
2022	Hesse Hermann	Il lupo della steppa			
2022	Kundera Milan	L'insostenibile leggerezza dell'essere			
2022	Conrad Joseph 	La linea d'ombra			
2022	Kundera Milan	L'insostenibile leggerezza dell'essere			
2022	Huxley Aldous	Il mondo nuovo			
2022	Bulgakov Michail A.	Il maestro e Margherita			
2022	Lewis Roy 	Il più grande uomo scimmia del Pleistocene			
2022	Mastrocola Paola	Una barca nel bosco			
2022	Calvino Italo	Il cavaliere inesistente			
2022	Mastrocola Paola	Una barca nel bosco			
2022	Christie Agatha	Assassinio sull'Orient Express			
2022	Mazzariol Giacomo	Mio fratello rincorre i dinosauri			
2022	Lewis Roy 	Il più grande uomo scimmia del Pleistocene			
2022	Geda Fabio	Nel mare ci sono i coccodrilli			
2022	Calvino Italo	Il barone rampante			
2022	Calvino Italo	Il barone rampante			
2022	Calvino Italo	Il cavaliere inesistente			
2022	Haddon Mark	Lo strano caso del cane ucciso a mezzanotte			
2022	Grossman David	Qualcuno con cui correre			
2022	Mazzariol Giacomo	Mio fratello rincorre i dinosauri			
2022	Calvino Italo	Il barone rampante			
2022	Sepùlveda Luis	Il vecchio che leggeva romanzi d'amore			
2022	Calvino Italo	Il castello dei destini incrociati			
2022	Ammaniti Niccolò	Io e te			
2022	Ammaniti Niccolò	Io e te			
2022	Calvino Italo	Il castello dei destini incrociati			
2022	Cipolla Carlo M.	Allegro ma non troppo			
2022	Rizzo Roberto	Salvare il mondo senza essere Superman: gesti di ecologia quotidiana			
2022	Molinari Luisa	Psicologia dello sviluppo sociale			
2022	Miller Alice 	Il bambino inascoltato			
2022	Brandimonte Maria Antonella	Psicologia della memoria			
2022	Rookes Paul, Willson Jane	La percezione			
2022	Camaioni Luigia 	Psicologia dello sviluppo del linguaggio			
2022	Kipling Rudyard 	The jungle book			
2022	Kipling Rudyard 	The jungle book			
2022	Turow Scott 	Presumed innocent			
2022	Wells Herbert G.	The time machine			
2022	Wilde Oscar	The Importance of Being Earnest			
2022	Doyle Arthur C.	Sherlock Holmes			
2022	Doyle Arthur C.	Three adventures of Sherlock Holmes			
2022	Doyle Arthur C.	The Hound of the Baskervilles			
2022	Barrie James M.	Peter Pan			
2022	Mazzariol Giacomo	Mio fratello rincorre i dinosauri			
2022	Haddon Mark	Lo strano caso del cane ucciso a mezzanotte			
2022	Sepùlveda Luis	Il vecchio che leggeva romanzi d'amore			
2022	Calvino Italo	Il castello dei destini incrociati			
2022	Ammaniti Niccolò	Io e te			
2022	Ammaniti Niccolò	Io e te			
2022	Mazzariol Giacomo	Mio fratello rincorre i dinosauri			
2022	Fitzgerald Francis Scott	The great Gatsby			
2022	Shakespeare William	Macbeth			
2022	Saki	Children, animals and strange adults			
2022	Dostoevskij Fëdor M.	Delitto e castigo			
2023	Sciascia Leonardo	Il giorno della civetta			
2023	Scott Derek J.R.	Le istituzioni politiche sovietiche			
2023	Sciascia Leonardo	Il giorno della civetta			
2023	Sciascia Leonardo	A ciascuno il suo			
2023	Saviano Roberto	Gomorra			
2023	Kakalios James 	La fisica dei supereroi			
2023	Coleman James A.	La relatività è facile			
2023	Dainty Peter	The love of a king			
2023	Asubel David P.	Educazione e processi cognitivi			
2023	Travers Pamela L.	Mary Poppins			
2023	Hammond Gillian	British legends			
2023	Doyle Arthur C.	The Hound of the Baskervilles			
2023	Jones Lewis	Fast food			
2023	Twain Mark	The Prince and the Pauper			
2023	Hamilton Ruth	The Judge's Daughter			
2023	Brontë Charlotte 	Jane Eyre			
2023	Doyle Arthur C.	The sign of the four			
2023	Woolf Virginia	The Mrs. Dalloway Reader			
2023	Dickens Charles	Oliver Twist			
2023	Wilde Oscar	The Happy Prince and Other Tales			
2023	Keynes John M.	Esortazioni e profezie			
2023	Saba Umberto	Antologia del Canzoniere			
2023	Livio Mauro	La sezione aurea			
2023	Orwell George	La fattoria degli animali			
2023	Voltaire	Candide, ou l'Optimisme			
2023	Foscolo Ugo	Le poesie			
2023	Shakespeare William	Tragedies and Poems			
2023	Shakespeare William	I sonetti			
2023	AA. VV.	Foreste, Uomo, Economia nel Friuli Venezia Giulia			
2023	AA. VV.	Archeologia industriale in Carnia			
2023	Pirandello Luigi	Tutti i romanzi			
2023	Bertoldi Silvio	Salò			
2023	Augias Corrado	I segreti d'Italia : storie, luoghi, personaggi nel romanzo di una nazione			
2023	Tabucchi Antonio	Sostiene Pereira			
2023	Torregiani Luigi	Il mio bosco è di tutti			
2023	Hesse Hermann	Siddharta			
2023	Benni Stefano	La compagnia dei celestini			
2023	Hesse Hermann	Siddharta			
2023	Roveredo Pino	Caracreatura			
2023	Steinbeck John	Uomini e topi			
2023	Terranova Nadia	Gli anni al contrario			
2023	Sciascia Leonardo	A ciascuno il suo			
2023	Benni Stefano	La compagnia dei celestini			
2023	Terranova Nadia	Gli anni al contrario			
2023	Fenoglio Beppe	Una questione privata			
2023	Wilson Susan	Lezioni di vita randagia			
2023	Pavese Cesare	La luna e i falò			
2023	Tabucchi Antonio	Sostiene Pereira			
2023	Steinbeck John	Uomini e topi			
2023	Sciascia Leonardo	Il giorno della civetta			
2023	Fenoglio Beppe	Una questione privata			
2023	Bassani Giorgio	Il giardino dei Finzi-Contini			
2023	Bassani Giorgio	Il giardino dei Finzi-Contini			
2023	Bassani Giorgio	Il giardino dei Finzi-Contini			
2023	Dickens Charles	A Christmas carol			
2023	Augias Corrado	I segreti d'Italia : storie, luoghi, personaggi nel romanzo di una nazione			
2023	Piazza Daniela	Il tempio della luce			
2023	Grossman David	Qualcuno con cui correre			
2023	Christie Agatha	Assassinio sull'Orient Express			
2023	D'Avenia Alessandro	Bianca come il latte, rossa come il sangue			
2023	Ufficio di Statistica della Regione Autonoma Friuli Venezia Giulia	Regione in cifre 2023			
2023	Rowling J.K.	Harry Potter e la pietra filosofale			
2024	Goethe Johann W.	I dolori del giovane Werther			
2024		La Bibbia			
2024	Mecacci Luciano	Introduzione alla psicologia			
2024	Coombs Clyde H., Dawes Robyn M., Tversky Amos	Introduzione alla psicologia matematica			
2024	Lee Harper	Il buio oltre la siepe			
2024	Lee Harper	Il buio oltre la siepe			
2024	Pavese Cesare	La luna e i falò			
2024	Levi Carlo	Cristo si è fermato a Eboli			
2024	Morante Elsa	L'isola di Arturo			
2024	Hemingway Ernest 	Addio alle armi			
2024	Kafka Franz	Le metamorfosi			
2024	Calvino Italo	Il sentiero dei nidi di ragno			
2024	Steinbeck John	Uomini e topi			
2024	Fenoglio Beppe	Una questione privata			
2024	Steinbeck John	Uomini e topi			
2024	Fenoglio Beppe	Una questione privata			
2024	Orwell George	1984			
2024	Kafka Franz	Lettera al padre			
2024	Pirandello Luigi	Il fu Mattia Pascal			
2024	Calvino Italo	Il visconte dimezzato			
2024	Buzzati Dino	Sessanta racconti			
2024	Buzzati Dino	Il colombre e altri cinquanta racconti			
2024	Prévost Antoine F.	Storia del cavaliere Des Grieux e di Manon Lescaut			
2024	Hemingway Ernest 	Il vecchio e il mare			
2024	Lee Harper	Il buio oltre la siepe			
2024	Lee Harper	Il buio oltre la siepe			
2024	Bradbury Ray	Fahrenheit 451			
2024	Bradbury Ray	Fahrenheit 451			
2024	Jakobsson Bjorn B.	Alla fine della strada			
2024	Svevo Italo	L'assassinio di via Belpoggio			
2024	Benni Stefano	Bar Sport Duemila			
2024	Gambetta Deborah	Viaggio di maturità			
2024	Fournier Alain	Il grande Meaulnes			
2024	Tamaro Susanna	Va' dove ti porta il cuore			
2024	Pike Christopher	Amiche per la pelle			
2024	Benni Stefano	Margherita Dolcevita			
2024	Le Clézio Jean-Marie Gustave	Il continente invisibile			
2024	King Stephen	La leggenda del vento			
2024	Marquez Gabriel Garcia	Tutte le poesie			
2024	Metalli Alver	Lupo siberiano			
2024	Choldenko Gennifer 	Al Capone mi fa il bucato			
2024	Lucarelli Carlo 	Almost blue			
2024	Sepùlveda Luis	Il vecchio che leggeva romanzi d'amore			
2024	Santarelli Enzo	Storia del Fascismo			
2024	Santarelli Enzo	Storia dell'Italia nel periodo fascista			
2024	Lovecraft Howard P.	Opere complete			
2024	Gramellini Massimo	Fai bei sogni			
2024	Terzani Tiziano	La porta proibita			
2024	Manfredi Valerio M.	La tomba di Alessandro : l'enigma			
2024	Loy Rosetta 	La parola ebreo			
2024	Haddon Mark	Lo strano caso del cane ucciso a mezzanotte			
2025	D'Annunzio Gabriele	Il piacere			
2025	Pascoli Giovanni	Poesie			
2025	AA. VV.	London Stories			
2025	Poe Edgar Allan	Tales, poems, essays			
2025	Calvino Italo	Il sentiero dei nidi di ragno			
2025	Callegari Emanuele	Combinatoria per problemi : training per le gare di matematica			
2025	Damantino Salvatore	Teoria dei numeri : induzione, divisibilità ed equazioni diofantee			
2025	Cassola Carlo	Geometria piana (vol.2)			
2025	Damantino Salvatore, Campeotto Emanuele 	Aritmetica modulare			
2025	Safaei Navid, Suppa Ercole, Tupitti Rosanna	Problem solving in algebra e teoria dei numeri : preparazione alle gare matematiche			
2025	Enzensberger Hans Magnus	Il mago dei numeri : un viaggio per superare la paura della matematica			
2025	Capelli Francesca 	L'estate che uno diventa grande			
2025	Lorca Garcìa	Tutte le poesie			
2025	Saint-Exupéry, Antoine : de	Il piccolo principe			
2025	Lovecraft Howard P.	Opere complete			
2025	Veltroni Walter	L'isola e le rose			
2025	Rayban Chloë 	L.O.V.E.			
2025	Horowitz Anthony 	Villa Ghiacciaossa			
2025	Longo Francesca	In gita di distruzione			
2025	Nelson Blake	Paranoid Park			
2025	Colfer Eoin 	La leggendaria storia di Verruca Murphy e del suo orribile sparapatate			
2025	Saint-Exupéry, Antoine : de	Il piccolo principe			
2025	Richler Mordecai	Jacob Due-Due contro Zanna Incappucciata			
2025	Alvaro Corrado	L'uomo nel labirinto 			
2025	Platone	Opere			
2026	Lee Harper	Il buio oltre la siepe			
2026	Tabucchi Antonio	Sostiene Pereira			
2026	Tabucchi Antonio	Sostiene Pereira			
2026	Rigoni Stern Mario	Il sergente nella neve			
2026	Orwell George	1984			
2026	Gadda Carlo E.	Quer pasticciaccio brutto de via Merulana			
2026	Gadda Carlo E.	Quer pasticciaccio brutto de via Merulana			
2026	Sands Matthew, Feynman Richard, B. Leighton Robert	La fisica di Feynman			
2026	Guttilla Giuseppe 	Numeri complessi			
2026	AA.VV. 	I viaggi di Erodoto			
2026	Mazzariol Giacomo	Mio fratello rincorre i dinosauri			
2026	Frank Anna 	Il diario di Anna Frank			
2026	Misgur Valentina	Trovami un giorno			
2026	Benni Stefano	Il bar sotto il mare			
2026	Roth Joseph	La leggenda del santo bevitore			
2026	Rayban Chloë 	L.O.V.E.			
2026	Margaret Doody	Aristotele e il giavellotto fatale			
2026	McEwan Ian 	L'inventore di sogni			
2026	Frank Anna 	Il diario di Anna Frank			
2026	Doyle Malachy 	Io sono l'arcobaleno			
2026	Hesse Hermann	Amicizia			
2026	Baudelaire Charles	I fiori del male			
2026	Connely Michael	L'uomo di paglia			
2026	Marzocchi Patrizia	I viaggio della speranza			
2026	Pike Christopher	Amiche per la pelle			
2026	Choldenko Gennifer 	Al Capone mi fa il bucato			
2026	Manfredi Valerio M.	La tomba di Alessandro : l'enigma			
2026	Metalli Alver	Lupo siberiano			
2026	Belgrado Eugenio 	Il Novecento			
2026	Hesse Hermann	Amicizia			
2026	Baudelaire Charles	I fiori del male			
2026	Apollonio Umberto	Il Novecento			
2026	Misgur Valentina	Trovami un giorno			
2026	Pratolini Vasco	Il quartiere			
2026	Howowitz Anthony	Villa Ghiacciaossa			
2026	Brambilla Cristiana	Il drago in discarica			
2026	Pirandello Luigi	Quaderni di Serafino Gubbio operatore			
2026	D'Avenia Alessandro	Bianca come il latte, rossa come il sangue			
2026	Sgardoli Guido	O sei dentro o sei fuori			
2026	Burgess Melvin	Innamorarsi di April			
2026	Hill Melissa	Un regalo da Tiffany			
2026	Alighieri Dante	La Divina Commedia			